contigName	contigLen	totalAvgDepth	D1DNA_map_sorted.bam	D1DNA_map_sorted.bam-var
k105_133038	1100	13.7716	13.7716	80.7035
k105_40931	1088	8.02665	8.02665	7.42622
k105_40938	1130	7.67245	7.67245	5.33793
k105_102339	2516	97.2908	97.2908	370.592
k105_102340	1257	9.37489	9.37489	7.86023
k105_36	1150	17.053	17.053	30.9031
k105_20507	2205	11.9353	11.9353	13.8376
k105_122814	1043	9.49944	9.49944	10.553
k105_122818	3041	13.4414	13.4414	13.8727
k105_61429	2044	13.9129	13.9129	24.3437
k105_71659	1034	22.3133	22.3133	46.1656
k105_92100	2587	13.0509	13.0509	26.4762
k105_51185	1806	21.5894	21.5894	183.144
k105_51188	3420	19.2095	19.2095	50.5803
k105_153515	1407	8.45823	8.45823	9.64497
k105_30740	4262	31.7464	31.7464	90.0364
k105_102344	1380	12.6935	12.6935	13.7066
k105_102345	1179	9.7036	9.7036	12.4967
k105_143295	1686	16.5033	16.5033	41.8035
k105_81913	1455	9.60843	9.60843	14.3199
k105_133046	1588	7.85953	7.85953	4.05124
k105_81918	1450	11.1062	11.1062	11.7131
k105_133047	1091	11.255	11.255	8.81785
k105_37	1760	10.7484	10.7484	14.3102
k105_39	2380	8.73543	8.73543	5.74513
k105_44	1090	12.4904	12.4904	33.2236
k105_112602	3191	13.5377	13.5377	15.4362
k105_20520	1903	10.6788	10.6788	18.1371
k105_122828	2658	22.746	22.746	54.5999
k105_20526	1038	8.44257	8.44257	5.49612
k105_71663	1082	8.65451	8.65451	2.33163
k105_61439	4271	21.007	21.007	51.8363
k105_71664	2702	19.8758	19.8758	55.6079
k105_51193	1149	11.8989	11.8989	14.2073
k105_92119	1210	15.4443	15.4443	30.4226
k105_153522	1140	10.4586	10.4586	35.8501
k105_30743	2482	12.6904	12.6904	12.9139
k105_153526	1060	9.06923	9.06923	8.28012
k105_153529	1260	9.86667	9.86667	4.46914
k105_10281	4908	13.8396	13.8396	13.7454
k105_102362	2034	22.2219	22.2219	62.5616
k105_40945	4614	15.5849	15.5849	23.9108
k105_40951	1829	15.7856	15.7856	35.5738
k105_40952	1075	6.60432	6.60432	2.0251
k105_133050	1456	14.2412	14.2412	9.02914
k105_112610	1010	11.5651	11.5651	18.2786
k105_54	1062	9.81579	9.81579	11.2789
k105_112611	2033	14.7754	14.7754	26.947
k105_20530	1014	8.43519	8.43634	4.46175
k105_122829	4048	26.1557	26.1557	64.1695
k105_61441	4570	19.2045	19.2045	29.3607
k105_61442	1318	25.4127	25.4127	124.763
k105_71672	1437	8.94794	8.94794	20.2344
k105_92121	1626	15.252	15.252	21.0538
k105_51198	2286	13.4246	13.4246	12.7316
k105_51200	1971	10.2889	10.2889	11.8846
k105_92126	2511	12.3897	12.3897	26.3327
k105_30744	8175	19.0204	19.0204	37.2422
k105_30747	1213	15.8683	15.8683	14.8658
k105_40958	3999	17.2666	17.2666	20.3142
k105_143298	5214	15.7482	15.7482	28.503
k105_81932	4285	12.2602	12.2602	14.3677
k105_133066	1154	13.4323	13.4323	24.2975
k105_63	2777	49.0293	49.0293	153.219
k105_10297	1488	13.6487	13.6487	33.8885
k105_112619	1039	10.0765	10.0765	26.2036
k105_61445	3317	25.6078	25.6078	87.3046
k105_20539	2160	16.7871	16.7871	39.1616
k105_20541	1580	10.6483	10.649	13.349
k105_153536	1232	11.2579	11.2579	23.6401
k105_71679	1327	12.2685	12.2685	18.4091
k105_153537	1601	8.48449	8.48449	8.35752
k105_153538	1447	10.3631	10.3631	5.75615
k105_71681	3807	32.0599	32.0599	41.6032
k105_153542	1425	13.8329	13.8329	25.9164
k105_51202	1931	10.648	10.648	11.1226
k105_51207	1359	8.58644	8.58644	9.51583
k105_10299	1474	12.2523	12.2523	10.2114
k105_30752	1130	7.80918	7.80918	5.9891
k105_10302	1365	15.3284	15.3284	23.3129
k105_10307	1035	64.8056	64.8056	342.462
k105_102377	1550	18.1093	18.1093	48.725
k105_40965	1369	9.15176	9.15176	12.6855
k105_102378	1550	35.5207	35.5207	49.891
k105_143309	1213	13.984	13.984	24.014
k105_143311	2874	13.3495	13.3495	15.4839
k105_61451	1775	15.1145	15.1145	7.73812
k105_81939	1804	12.2751	12.2751	10.231
k105_81940	1655	11.0352	11.0352	18.3919
k105_66	1417	15.483	15.483	25.6748
k105_153543	1336	11.9401	11.9401	22.9643
k105_71689	1108	9.16702	9.16702	28.4297
k105_153548	1781	12.4923	12.4923	11.4206
k105_51218	4092	15.0056	15.0056	21.0307
k105_10309	1011	10.7979	10.7979	20.0684
k105_30766	1366	14.3298	14.3298	10.8895
k105_40979	1423	10.0731	10.0731	6.54261
k105_81943	1052	7.81042	7.81042	21.8298
k105_112628	1548	8.58441	8.58512	6.19283
k105_71690	1170	12.7412	12.7412	16.561
k105_70	2651	33.5042	33.5042	114.161
k105_92134	9107	24.4756	24.4756	36.8094
k105_30772	1124	7.66632	7.66632	4.97284
k105_40980	2615	12.0097	12.0097	18.43
k105_102396	1947	20.5147	20.5147	42.6409
k105_122848	1299	8.13142	8.13142	4.95397
k105_61454	3205	14.1715	14.1715	15.9719
k105_81944	1174	11.6611	11.6611	5.18022
k105_112636	1039	15.9314	15.9314	27.7959
k105_20563	1164	15.3994	15.3994	9.48191
k105_51230	1034	11.0124	11.0124	6.26366
k105_92138	1079	11.0301	11.0301	17.0336
k105_30774	1858	21.3273	21.3273	24.0094
k105_10328	4240	13.1252	13.1252	18.5522
k105_40987	1666	9.33443	9.33443	9.1191
k105_81958	2926	13.3094	13.3094	18.5641
k105_153560	2161	12.9259	12.9259	27.0725
k105_20565	2206	13.1012	13.1012	27.7309
k105_20566	2105	29.7248	29.7248	106.969
k105_153563	2457	34.6506	34.6506	41.7765
k105_71699	3714	104.209	104.209	577.81
k105_71702	1372	8.80115	8.80115	6.84906
k105_87	3911	11.6458	11.6458	13.5956
k105_92153	1944	8.09978	8.09978	5.8668
k105_91	1006	16.2161	16.2173	32.5679
k105_30781	1070	9.83587	9.83587	10.4616
k105_102408	1797	24.6387	24.6387	63.0462
k105_102409	1054	27.1571	27.1571	26.5666
k105_122872	1054	8.96018	8.96018	3.67504
k105_61479	1181	13.6372	13.6372	12.7693
k105_81963	1249	8.56961	8.56961	8.50401
k105_112651	5884	25.3401	25.3401	34.6826
k105_153566	1450	11.3269	11.3269	9.03007
k105_20575	1478	10.9307	10.9307	9.45267
k105_153572	1374	9.65359	9.65359	5.10642
k105_20576	1212	14.9953	14.9953	13.6295
k105_153573	1965	11.6143	11.6143	20.934
k105_51232	10736	28.3991	28.3991	66.2376
k105_92159	1256	8.03345	8.03345	4.6314
k105_30782	7747	17.4901	17.4901	22.5062
k105_102415	1150	22.479	22.479	58.8803
k105_41009	1172	11.6859	11.6859	13.009
k105_143348	1521	11.5835	11.5835	9.85636
k105_143350	1083	44.6184	44.6184	177.465
k105_143351	1072	64.3558	64.3558	286.201
k105_143352	1096	10.074	10.074	8.51936
k105_81973	1416	11.2686	11.2686	12.973
k105_112658	1250	11.2436	11.2445	9.42243
k105_153583	1782	25.8756	25.8756	72.9441
k105_71712	4079	21.8855	21.8855	137.911
k105_71716	1206	15.7434	15.7434	39.7265
k105_112	1032	24.3401	24.3401	20.404
k105_114	1019	7.51208	7.51208	5.90683
k105_30788	1273	11.0988	11.0997	12.2609
k105_41014	2281	13.679	13.679	18.2217
k105_41018	1034	16.9706	16.9706	24.8961
k105_102420	6997	14.976	14.976	19.2598
k105_143356	1370	12.9172	12.9172	18.7192
k105_122896	1372	20.3167	20.3167	71.2416
k105_143360	1312	10.1076	10.1076	6.66801
k105_81980	1179	18.2915	18.2915	25.2049
k105_112659	2223	10.9653	10.9653	15.2883
k105_112661	1531	10.5547	10.5554	12.8689
k105_153587	1351	11.0949	11.0949	17.7477
k105_20591	1984	22.6249	22.6249	44.4595
k105_51235	7886	14.7017	14.7017	22.7953
k105_71724	1479	8.8608	8.8608	5.3579
k105_118	3038	20.6787	20.6787	46.4038
k105_10360	3244	23.7776	23.7776	46.104
k105_30793	4609	19.5371	19.5371	33.2659
k105_10366	2959	12.8163	12.8163	14.0859
k105_41028	1108	12.9676	12.9676	24.1735
k105_102427	1895	15.5788	15.5788	28.1405
k105_41029	1234	9.64299	9.64299	8.51601
k105_102428	1189	8.64581	8.64581	9.57192
k105_122902	3311	25.8649	25.8649	94.8931
k105_143368	1440	8.05194	8.05194	27.6023
k105_122906	1113	7.15369	7.15369	2.97427
k105_61480	17117	28.8716	28.8716	60.5864
k105_112666	1126	35.876	35.876	135.204
k105_112670	1216	13.2871	13.2871	10.5147
k105_112673	1091	7.88523	7.88523	11.8081
k105_153595	2112	23.6891	23.6891	108.547
k105_153597	1225	24.4707	24.4707	22.417
k105_20602	2793	28.5948	28.5948	85.4097
k105_20603	1720	8.98599	8.98599	7.47845
k105_51243	1169	10.6192	10.6192	5.27335
k105_71726	1333	13.4024	13.4024	24.0783
k105_51244	1723	13.5327	13.5327	23.8471
k105_51247	1562	12.9348	12.9348	21.8441
k105_123	1110	16.1073	16.1073	61.0028
k105_92163	15466	114.643	114.643	621.991
k105_129	1283	9.01942	9.01942	11.1657
k105_30797	2378	21.9457	21.9457	39.808
k105_10367	1131	11.6239	11.6239	12.8533
k105_102432	1478	23.5648	23.5648	61.0447
k105_102434	1344	11.6315	11.6315	11.7065
k105_41035	2958	15.766	15.766	18.5946
k105_102435	2113	16.2292	16.2297	22.9753
k105_122915	2076	22.1682	22.1682	123.3
k105_122916	2690	17.8972	17.8972	41.7811
k105_61488	1922	8.49944	8.49944	7.59741
k105_61495	1622	13.3499	13.3499	12.7171
k105_112674	1844	16.3813	16.3813	71.4653
k105_20604	1477	17.2065	17.2072	35.7994
k105_153604	3027	19.9941	19.9941	45.9327
k105_71728	7586	17.6438	17.6438	28.6388
k105_51260	1004	16.8361	16.8361	25.4103
k105_92165	2285	11.497	11.497	15.4394
k105_131	2923	15.1976	15.1976	41.6217
k105_92169	1217	10.3571	10.3571	7.68194
k105_137	1776	10.2245	10.2245	6.09541
k105_30808	1054	9.81527	9.81527	12.3435
k105_10380	1324	13.0554	13.0554	12.3678
k105_30809	1564	16.0813	16.0813	23.241
k105_30810	1143	15.8761	15.8761	53.9695
k105_10383	1595	9.79377	9.79377	8.91174
k105_102437	1340	10.6067	10.6067	12.3751
k105_41037	3116	26.4278	26.4278	60.6157
k105_41041	1195	11.288	11.288	4.6114
k105_143372	7576	12.3722	12.3722	13.3746
k105_143375	2625	10.3988	10.3988	4.96502
k105_122917	1159	8.77106	8.77106	11.8989
k105_133074	45664	28.779	28.779	43.819
k105_112681	3891	13.1155	13.1155	15.7536
k105_61501	1640	10.9826	10.9826	16.4376
k105_112682	1387	21.4899	21.4899	59.3618
k105_153612	2738	13.0162	13.0162	16.217
k105_153615	1051	9.4273	9.4273	4.37164
k105_20622	1101	8.55521	8.55521	5.20508
k105_51262	1055	17.9326	17.9326	77.4501
k105_71731	1373	11.6484	11.6484	14.174
k105_51268	1016	11.0196	11.0196	13.1753
k105_71736	1361	24.5756	24.5756	250.139
k105_141	1115	23.2093	23.2093	87.6056
k105_71739	1934	13.2578	13.2578	20.233
k105_92175	1358	47.4454	47.4454	391.395
k105_143	1205	13.4853	13.4853	18.8723
k105_10394	2124	19.1895	19.1895	67.1069
k105_10395	1163	8.20434	8.20434	3.11333
k105_30823	1295	11.6638	11.6638	11.8615
k105_41046	4082	20.8683	20.8683	44.2814
k105_102442	4295	33.1076	33.1076	124.178
k105_102448	1884	11.4602	11.4602	5.71543
k105_122928	1284	6.64286	6.64286	6.35161
k105_122933	1728	18.0919	18.0919	82.1023
k105_61508	1616	8.83834	8.83834	7.88717
k105_112689	1126	8.63627	8.63627	3.98963
k105_112692	1657	10.0916	10.0916	22.912
k105_153616	1406	10.5295	10.5295	11.9561
k105_143384	1428	12.4366	12.4374	20.2149
k105_153620	3023	14.8044	14.8044	35.5093
k105_20627	1564	10.2893	10.2893	9.07341
k105_51279	2527	16.764	16.764	40.6474
k105_145	1718	17.4732	17.4732	47.3918
k105_146	1800	11.7279	11.7279	10.2928
k105_92177	7971	28.1403	28.1403	70.5695
k105_30825	1147	13.0241	13.0241	44.5195
k105_10401	1087	12.7641	12.7641	30.3597
k105_10403	1080	89.1634	89.1634	509.349
k105_30836	1041	10.4534	10.4534	11.2414
k105_41054	1519	17.3806	17.3806	41.7198
k105_102451	2427	12.9956	12.9956	13.0528
k105_102452	1137	13.3576	13.3576	32.4348
k105_41058	1195	16.6163	16.6163	20.0107
k105_41060	1161	11.4619	11.4619	14.5875
k105_133095	1080	8.66022	8.66022	5.48182
k105_71741	1482	11.7695	11.7695	12.4373
k105_71744	1183	8.24201	8.24201	4.48594
k105_71746	1286	8.31602	8.31602	6.66394
k105_61521	1858	6.80269	6.80269	3.25278
k105_112703	2110	26.5362	26.5362	46.5307
k105_61526	1893	10.3706	10.3706	13.3045
k105_153623	1119	8.22188	8.22291	8.05773
k105_143402	1035	11.1718	11.1718	18.6152
k105_153632	1097	10.3105	10.3105	8.69845
k105_20633	1930	12.3826	12.3826	14.2014
k105_51285	1604	12.6761	12.6761	24.9611
k105_51286	1409	15.3638	15.3638	31.416
k105_159	1144	8.03421	8.03421	5.59598
k105_92188	1601	11.2736	11.2736	8.03199
k105_161	1223	18.671	18.671	51.5679
k105_92190	1000	12.6282	12.6282	19.6496
k105_10411	1236	8.38582	8.38582	4.08049
k105_30848	1230	58.5565	58.5565	66.6698
k105_41064	1056	7.6479	7.6479	3.97202
k105_102458	1781	13.7762	13.7762	10.4929
k105_41065	2816	15.7933	15.7933	24.5648
k105_81983	37996	29.5336	29.5336	55.1659
k105_81985	1368	14.1527	14.1527	23.1056
k105_71749	1121	9.66735	9.66735	7.54393
k105_71750	1061	14.27	14.27	21.1864
k105_71751	2023	13.9552	13.9552	13.7009
k105_122956	1144	9.76157	9.76157	15.1868
k105_122958	1826	11.0489	11.0489	6.81791
k105_112706	2632	19.2454	19.2454	74.2914
k105_112707	1894	15.668	15.668	24.7335
k105_143405	1458	9.45642	9.45642	4.11209
k105_61536	1173	11.5455	11.5455	24.804
k105_153634	1489	13.8835	13.8835	25.7906
k105_143412	1577	8.31675	8.31675	10.5798
k105_133110	1134	7.48476	7.48476	3.4708
k105_51290	1206	13.2159	13.2159	26.4255
k105_168	1348	11.4674	11.4674	11.9367
k105_169	1760	11.0783	11.0783	12.7496
k105_30859	1214	22.0226	22.0226	45.7887
k105_10417	5967	19.813	19.813	46.569
k105_41069	1435	26.0521	26.0521	49.7505
k105_41076	1117	7.89038	7.89038	8.43937
k105_41077	1320	10.5957	10.5957	13.3445
k105_102481	1371	18.1335	18.1335	25.8387
k105_81986	2296	10.1072	10.1072	5.80204
k105_71754	2229	16.6152	16.6152	39.3848
k105_122961	1125	14.2451	14.2451	21.6452
k105_20654	2004	38.8215	38.8215	67.8878
k105_122966	1094	8.89089	8.89089	3.85129
k105_20657	1254	7.50181	7.50181	2.9429
k105_122968	1320	10.0957	10.0957	9.20544
k105_61540	1188	10.7909	10.7909	11.2282
k105_112711	2624	14.8977	14.8977	16.3135
k105_61543	2496	13.8828	13.8828	14.9188
k105_153647	1624	11.6024	11.6024	9.18602
k105_51300	1058	11.4427	11.4427	27.5855
k105_133119	1208	8.31474	8.31474	5.18274
k105_51303	1210	10.7575	10.7575	8.82214
k105_133120	3338	13.5643	13.5643	16.0848
k105_181	1091	8.38045	8.38045	6.99978
k105_92199	6817	34.123	34.1231	51.2789
k105_92201	1004	11.4333	11.4333	25.7394
k105_30860	1868	10.7666	10.7666	11.2088
k105_10425	1347	7.92147	7.92147	11.472
k105_10426	1238	7.70772	7.70772	4.4536
k105_41078	1663	12.0542	12.0542	18.6003
k105_153649	1081	15.956	15.956	13.8077
k105_71759	1528	13.6749	13.6749	28.4432
k105_41084	1476	8.62821	8.62821	7.5469
k105_81987	4772	21.2196	21.2196	50.1086
k105_20662	1446	14.8873	14.8873	13.8792
k105_81993	1019	10.0748	10.0748	6.98174
k105_81994	1438	11.6064	11.6064	12.1177
k105_20665	1895	11.69	11.69	13.964
k105_112721	2938	10.4014	10.4014	8.70811
k105_122977	1398	11.6354	11.6354	16.1227
k105_143419	2973	13.6932	13.6932	12.166
k105_61545	1631	19.0864	19.0864	53.0452
k105_143423	1706	9.54306	9.54306	9.31322
k105_61551	1845	9.63186	9.63186	7.10887
k105_51314	1083	7.56806	7.56806	4.03105
k105_92205	2749	21.5152	21.5152	25.2446
k105_133126	1453	32.8035	32.8035	37.995
k105_192	1505	8.47011	8.47011	6.46641
k105_194	1366	10.4671	10.4671	15.7487
k105_133130	1621	14.0721	14.0721	18.6778
k105_196	1523	19.4181	19.4181	59.1004
k105_10435	1675	15.9134	15.9134	15.7628
k105_41088	1791	15.3425	15.3425	25.3655
k105_102495	1679	9.78025	9.78025	5.76059
k105_41090	1362	17.8878	17.8878	40.8776
k105_71774	1331	8.9094	8.9094	6.93333
k105_122980	1001	12.02	12.02	20.1302
k105_51315	5450	14.4555	14.4555	12.8922
k105_143433	1376	14.6721	14.6721	57.538
k105_51316	1139	15.3468	15.3468	53.8057
k105_143436	1089	7.66986	7.66986	4.30878
k105_122989	1229	14.4319	14.4319	36.4887
k105_133140	1148	12.1152	12.1152	18.2085
k105_197	3611	19.7142	19.7142	21.1828
k105_133144	1113	13.9086	13.9086	14.0311
k105_10443	3784	14.3797	14.3797	31.3118
k105_102500	1611	9.73785	9.73785	5.00726
k105_41094	1608	21.9465	21.9465	18.6313
k105_102502	1346	11.2115	11.2115	14.9184
k105_71777	1176	11.2505	11.2505	4.81819
k105_61566	1687	14.9447	14.9447	20.9247
k105_61568	1229	9.57275	9.57275	9.20604
k105_61570	1096	9.80444	9.80444	6.64213
k105_153673	1239	12.9587	12.9587	25.0029
k105_20677	1605	11.2206	11.2206	9.78693
k105_20678	1268	8.64669	8.64669	8.16599
k105_20681	2197	9.70347	9.70347	5.2644
k105_82006	1401	13.4085	13.4085	20.205
k105_82009	1034	13.4649	13.4649	20.3215
k105_112745	1109	9.11783	9.11783	5.14373
k105_198	3953	31.7037	31.7037	112.839
k105_143445	1184	12.7863	12.7863	17.1092
k105_200	1014	8.45255	8.45255	3.46936
k105_92219	1387	16.3468	16.3468	23.7024
k105_51324	1258	7.87545	7.87545	4.0459
k105_51328	1529	8.04424	8.04424	4.87539
k105_122997	1193	8.08054	8.08054	5.21806
k105_123002	1398	14.0048	14.0048	10.5212
k105_123004	1017	10.5594	10.5594	9.50773
k105_10446	1135	10.8162	10.8162	17.2152
k105_102509	1033	16.9649	16.9649	55.4348
k105_10454	2138	8.99799	8.99799	7.29849
k105_102511	1514	17.6268	17.6268	73.1923
k105_41108	1351	12.6545	12.6545	13.3647
k105_41112	1036	8.69526	8.69526	6.30479
k105_71779	5319	13.3709	13.3709	12.3831
k105_61574	2625	27.223	27.223	74.9228
k105_153675	5576	22.7549	22.7549	42.3815
k105_153676	3383	12.8624	12.8624	21.7101
k105_112756	1306	15.2881	15.2881	27.798
k105_143459	2430	35.6807	35.6807	141.629
k105_203	1050	7.84333	7.84333	9.45818
k105_92231	1695	13.3825	13.3825	29.0109
k105_133158	1252	10.6697	10.6697	22.4829
k105_123008	2392	13.0781	13.0781	17.9375
k105_123010	1018	18.7154	18.7166	26.8123
k105_133165	1224	7.97765	7.97765	2.59782
k105_30869	23592	28.1237	28.1237	60.3757
k105_41114	1369	12.0984	12.0993	14.3949
k105_102520	2098	12.1607	12.1607	11.6676
k105_41116	1549	12.2995	12.2995	16.5304
k105_102522	1083	10.5423	10.5423	11.2356
k105_61583	1923	23.6193	23.6193	106.14
k105_20693	3281	26.1325	26.1325	58.3711
k105_61586	1207	8.40397	8.40397	4.08001
k105_82027	1873	8.28091	8.28091	6.78403
k105_82030	1190	22.0519	22.0519	139.374
k105_82035	1251	12.1462	12.1462	12.8541
k105_143468	1247	12.7302	12.7302	11.8067
k105_71786	4750	13.9085	13.9087	17.1685
k105_219	1400	20.4256	20.4256	38.5441
k105_71794	1166	7.38484	7.38484	5.94535
k105_221	1258	9.16697	9.16787	19.8923
k105_51353	1998	14.4919	14.4919	26.8433
k105_41119	1628	9.70365	9.70365	8.06921
k105_41123	1311	19.1697	19.1705	54.1259
k105_41125	1131	10.6126	10.6126	9.09674
k105_123011	5471	21.1784	21.1784	60.1277
k105_30875	1495	23.2104	23.2104	56.9802
k105_123013	1185	11.9797	11.9797	24.428
k105_10461	4949	12.8966	12.8966	16.7278
k105_102536	1347	9.49708	9.49708	3.81207
k105_61589	2359	13.7827	13.7827	15.2127
k105_20705	2711	10.3405	10.3405	10.0449
k105_61594	1314	11.7027	11.7027	14.0698
k105_20707	1306	11.846	11.846	9.39966
k105_112759	10073	15.3164	15.3164	20.6728
k105_153700	1512	12.0088	12.0088	9.8177
k105_153702	1007	8.16103	8.16219	3.96081
k105_112763	1263	21.3801	21.3801	105.89
k105_82050	1284	9.53792	9.5388	7.53909
k105_223	1983	11.8025	11.8025	28.3234
k105_71804	1339	9.13793	9.13793	16.412
k105_225	2463	10.9939	10.9939	18.5935
k105_226	1551	13.586	13.586	12.5442
k105_51356	1928	40.1777	40.1777	148.582
k105_92241	7363	15.2913	15.2913	19.2853
k105_51360	1210	15.7557	15.7557	57.0837
k105_41128	1870	20.6407	20.6407	81.218
k105_41129	1052	10.4435	10.4435	6.08947
k105_133168	8727	15.9191	15.9191	27.3705
k105_30881	1295	11.4961	11.4961	6.34637
k105_30882	1735	11.3577	11.3577	34.5721
k105_30883	1082	7.48176	7.48176	6.787
k105_123019	2877	12.3825	12.3825	19.653
k105_10470	1336	12.2715	12.2715	28.2402
k105_10473	1565	9.20212	9.20212	6.55602
k105_102548	1364	29.4275	29.4275	39.7766
k105_61597	1164	8.52663	8.52663	5.83493
k105_61602	1147	10.1775	10.1775	15.6984
k105_20713	1780	9.84785	9.84847	8.45896
k105_112764	1019	11.6099	11.6099	15.2682
k105_153706	1612	16.2093	16.2093	29.6728
k105_153712	1293	10.7428	10.7428	8.70088
k105_82059	1188	8.74181	8.74181	6.19364
k105_143487	2003	27.9773	27.9773	45.6938
k105_82063	1180	13.7019	13.7019	12.328
k105_234	1168	8.2053	8.2053	5.39831
k105_237	1456	8.1876	8.1876	5.22686
k105_92247	1451	9.62183	9.62183	14.8967
k105_92252	1965	11.5355	11.5355	13.9777
k105_51367	4985	13.793	13.793	20.6882
k105_41141	1270	9.63839	9.63839	17.8611
k105_133180	1623	9.50645	9.50645	8.01231
k105_133181	1323	16.983	16.983	45.3409
k105_123026	1348	6.45242	6.45242	5.08167
k105_30887	5288	61.1308	61.1308	248.763
k105_123028	1497	10.6748	10.6748	15.1869
k105_10478	1149	8.18418	8.18418	8.98807
k105_102552	1287	10.4222	10.4222	7.8709
k105_102554	1490	14.7851	14.7851	24.7229
k105_20716	1402	8.21566	8.21566	8.00144
k105_61606	2244	12.2569	12.2569	11.3272
k105_61608	1063	14.3965	14.3965	39.3034
k105_20723	2325	9.82391	9.82391	7.37423
k105_153713	1129	7.143	7.143	5.61141
k105_112782	1422	22.0189	22.0189	81.2302
k105_153719	1225	9.23721	9.23721	4.59079
k105_82065	1178	9.66051	9.66051	10.6256
k105_82068	3863	10.7851	10.7851	14.9164
k105_71819	1446	12.4221	12.4221	19.37
k105_51372	1274	15	15	14.1336
k105_92259	1039	7.62317	7.62317	4.0189
k105_71827	3255	16.7568	16.7568	56.2879
k105_123034	1243	10.075	10.075	4.87532
k105_133191	1653	13.3347	13.3347	15.5757
k105_241	2526	12.287	12.2875	13.5313
k105_245	2004	20.5388	20.5388	42.9426
k105_10494	2701	11.7248	11.7248	16.3737
k105_102567	1508	9.24595	9.24595	10.0736
k105_153726	1383	17.0268	17.0268	84.5648
k105_20726	1927	13.2015	13.2015	12.6091
k105_61609	5173	10.1153	10.1153	11.2655
k105_61614	1676	13.6533	13.6533	12.3592
k105_61615	1167	9.11504	9.11504	6.84012
k105_82069	1131	8.8787	8.8787	7.00467
k105_112790	1516	9.65593	9.65593	6.67276
k105_112793	1497	11.7973	11.7973	17.8853
k105_82078	1427	9.41738	9.41738	9.41112
k105_51387	3857	16.9978	16.9978	16.518
k105_41150	6891	21.0487	21.0487	26.893
k105_71832	1087	7.85486	7.85486	3.94256
k105_123035	3298	12.8831	12.8831	16.1471
k105_133203	1075	9.98162	9.98162	10.9185
k105_30900	3864	18.3244	18.3244	21.6356
k105_251	1152	12.0868	12.0868	16.5629
k105_252	1068	14.6089	14.6089	26.1272
k105_30902	2864	9.93552	9.93552	11.2006
